,title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio
1689,After Earth,243843127.0,130000000.0,27520040.0,4.8,100,186531.0,2.35
1690,Now You See Me,351723989.0,75000000.0,29350389.0,7.3,115,572352.0,2.39
1691,Man of Steel,668045518.0,225000000.0,116619362.0,7.1,143,667587.0,2.35
1692,The Purge,89328627.0,3000000.0,34058360.0,5.7,85,193170.0,2.39
1693,20 Feet from Stardom,5892661.0,1000000.0,54596.0,7.4,91,11785.0,1.78
1694,Monsters University,743559607.0,200000000.0,82429469.0,7.3,104,306333.0,1.85
1695,Pacific Rim,411002906.0,190000000.0,37285325.0,6.9,131,454166.0,1.85
1696,World War Z,540007876.0,190000000.0,66411834.0,7.0,116,576234.0,2.39
1697,Elysium,286140700.0,115000000.0,29807393.0,6.6,109,407519.0,2.35
1698,Despicable Me 2,970761885.0,76000000.0,83517315.0,7.3,98,356510.0,1.85
1699,White House Down,205366737.0,150000000.0,24852258.0,6.4,131,198906.0,2.39
1700,The Heat,229930771.0,43000000.0,39115043.0,6.6,117,157553.0,2.35
1701,The Lone Ranger,260502115.0,215000000.0,29210849.0,6.4,150,214489.0,2.39
1702,R.I.P.D.,78324220.0,130000000.0,12691415.0,5.6,96,113782.0,2.35
1703,The Conjuring,318000141.0,20000000.0,41855326.0,7.5,112,419570.0,2.39
1704,Turbo,282570682.0,135000000.0,21312625.0,6.4,96,79017.0,2.39
1705,The Wolverine,414828246.0,120000000.0,53113752.0,6.7,126,415269.0,2.39
1706,RED 2,148075565.0,84000000.0,18048422.0,6.6,116,153974.0,2.39
1707,2 Guns,131940411.0,61000000.0,27059130.0,6.7,109,188087.0,2.39
1708,Blue Jasmine,99206215.0,18000000.0,612064.0,7.3,98,185286.0,2.35
1709,Percy Jackson: Sea of Monsters,199850315.0,90000000.0,14401054.0,5.8,106,105938.0,2.39
1710,The Smurfs 2,347545360.0,105000000.0,17548389.0,5.3,105,35871.0,1.85
1711,We're the Millers,269994119.0,37000000.0,26419396.0,7.0,110,386096.0,2.39
1712,Grown Ups 2,246984278.0,80000000.0,41508572.0,5.4,101,134171.0,1.85
1713,Planes,239258712.0,50000000.0,22232291.0,5.7,91,40965.0,1.85
1714,The Mortal Instruments: City of Bones,90565421.0,60000000.0,9336957.0,5.9,130,124514.0,2.35
1715,The Butler,176598908.0,30000000.0,24637312.0,7.2,132,105040.0,1.85
1716,One Direction: This Is Us,68532898.0,10000000.0,18472875.0,4.2,92,23117.0,1.85
1717,Prisoners,122126687.0,46000000.0,20817053.0,8.1,153,559170.0,1.85
1718,Insidious: Chapter 2,161919318.0,5000000.0,41050000.0,6.6,106,147885.0,2.35
1719,The Family,78418811.0,30000000.0,14034764.0,6.3,111,105998.0,2.35
1720,Battle of the Year,16549477.0,20000000.0,4603177.0,5.0,110,8906.0,1.85
1721,Nebraska,24773560.0,12000000.0,1552426.0,7.7,115,108544.0,2.35
1722,Don Jon,30450756.0,3000000.0,8677009.0,6.5,90,222337.0,2.35
1723,Runner Runner,62675095.0,30000000.0,7706712.0,5.6,88,59341.0,2.35
1724,Parkland,1628565.0,10000000.0,310246.0,6.3,93,14508.0,1.85
1725,Cloudy with a Chance of Meatballs 2,274325949.0,78000000.0,34017930.0,6.4,95,85459.0,2.35
1726,Captain Phillips,218791811.0,55000000.0,25718314.0,7.8,134,402382.0,2.35
1727,Machete Kills,15008161.0,20000000.0,3797000.0,5.6,107,72176.0,1.85
1728,Escape Plan,137328301.0,50000000.0,9800000.0,6.7,115,219625.0,2.35
1729,Carrie,84790678.0,30000000.0,17000000.0,5.9,100,129112.0,2.35
1730,All Is Lost,13627519.0,9000000.0,93583.0,6.9,106,73391.0,2.35
1731,Ender's Game,125537191.0,110000000.0,27017351.0,6.6,114,216940.0,2.35
1732,Bad Grandpa,151831537.0,15000000.0,32055177.0,6.5,92,87404.0,1.85
1733,Thor: The Dark World,644783140.0,170000000.0,85737841.0,6.9,112,568140.0,2.39
1734,Dallas Buyers Club,55198285.0,5000000.0,260865.0,8.0,117,419252.0,2.35
1735,Free Birds,110387072.0,55000000.0,15805237.0,5.9,91,21673.0,1.85
1736,Last Vegas,134402450.0,28000000.0,16334566.0,6.6,105,124391.0,2.35
1737,The Book Thief,76586316.0,19000000.0,4864861.0,7.6,131,122722.0,2.35
1738,The Best Man Holiday,72835710.0,17000000.0,30593000.0,6.7,123,14423.0,2.35
1739,The Hunger Games: Catching Fire,864912963.0,130000000.0,161125000.0,7.5,146,591966.0,1.43
1740,47 Ronin,151783839.0,175000000.0,9869000.0,6.2,128,140975.0,2.35
1741,Delivery Man,70541159.0,26000000.0,8215000.0,6.4,105,72867.0,2.35
1742,Frozen,1276480335.0,150000000.0,67391326.0,7.5,102,548628.0,2.24
1743,Inside Llewyn Davis,32935319.0,11000000.0,405411.0,7.5,104,131012.0,1.85
1744,The Wolf of Wall Street,392000694.0,100000000.0,18361578.0,8.2,180,1098819.0,1.85
1745,Homefront,51695362.0,22000000.0,6915241.0,6.5,100,102179.0,2.35
1746,August: Osage County,73745738.0,25000000.0,139915.0,7.2,121,81758.0,2.35
1747,American Hustle,251171807.0,40000000.0,740455.0,7.2,138,432240.0,2.39
1748,The Secret Life of Walter Mitty,188133322.0,90000000.0,13000000.0,7.3,114,283505.0,2.39
1749,Her,47351251.0,23000000.0,260382.0,8.0,126,503902.0,1.85
1750,Lone Survivor,154802912.0,40000000.0,84857.0,7.5,121,255957.0,2.35
1751,Saving Mr. Banks,117867984.0,35000000.0,9344381.0,7.5,125,146069.0,2.39
1752,Oldboy,5186767.0,30000000.0,885382.0,5.7,104,65715.0,2.35
1753,Anchorman 2: The Legend Continues,172952707.0,50000000.0,26232425.0,6.3,119,162161.0,2.35
1754,Fun Size,11417362.0,14000000.0,4101017.0,5.4,86,13291.0,2.39
1755,High School,109099.0,10000000.0,239034.0,5.8,99,7171.0,2.35
1756,Grudge Match,44907260.0,40000000.0,7310000.0,6.4,113,55924.0,1.85
1757,Justin Bieber's Believe,10584761.0,5000000.0,573566.0,1.7,92,17530.0,2.35
1758,Paranormal Activity: The Marked Ones,90904854.0,5000000.0,18343611.0,5.0,84,38388.0,1.78
1759,Ride Along,153997819.0,25000000.0,41237000.0,6.2,99,98214.0,2.35
1760,Jack Ryan: Shadow Recruit,135511030.0,60000000.0,17200000.0,6.2,105,118429.0,2.35
1761,Divergent,288885818.0,85000000.0,54607747.0,6.7,139,411271.0,2.35
1762,"I, Frankenstein",74575290.0,65000000.0,8610441.0,5.1,92,76623.0,2.35
1763,The Monuments Men,159231620.0,70000000.0,22700000.0,6.1,118,120622.0,2.35
1764,The Lego Movie,468760692.0,60000000.0,69050279.0,7.8,100,314365.0,1.37
1765,RoboCop,242688965.0,100000000.0,25061581.0,6.1,117,210758.0,2.35
1766,Sabotage,17508518.0,35000000.0,5272444.0,5.7,109,57146.0,1.85
1767,Winter's Tale,30800231.0,60000000.0,8007059.0,6.2,118,50510.0,2.35
1768,Interstellar,675020017.0,165000000.0,47510360.0,8.6,169,1388442.0,1.43
1769,3 Days to Kill,52597999.0,28000000.0,12242218.0,6.2,117,84237.0,2.35
1770,300: Rise of an Empire,337580051.0,110000000.0,45038460.0,6.2,102,271839.0,2.35
1771,Mr. Peabody & Sherman,275698039.0,145000000.0,32207057.0,6.8,92,59498.0,1.85
1772,Need for Speed,203277636.0,66000000.0,17844939.0,6.5,132,158630.0,2.35
1773,Son of God,70949793.0,22000000.0,26500000.0,5.7,138,17872.0,2.35
1774,Captain America: The Winter Soldier,714766572.0,170000000.0,95023721.0,7.7,136,701803.0,2.39
1775,Noah,362637473.0,125000000.0,43720472.0,5.8,138,235648.0,1.85
1776,The Legend of Hercules,61402445.0,70000000.0,8600000.0,4.2,99,51400.0,2.35
1777,Muppets Most Wanted,80383113.0,50000000.0,17005126.0,6.4,107,30169.0,1.85
1778,The Amazing Spider-Man 2,708982323.0,200000000.0,91608337.0,6.6,142,402303.0,2.39
1779,Oculus,41327693.0,5000000.0,12005402.0,6.5,104,111676.0,2.35
1780,God's Not Dead,63838966.0,2000000.0,9244641.0,4.7,113,39009.0,1.85
1781,Rio 2,500188435.0,103000000.0,39327869.0,6.3,101,75655.0,2.35
1782,Heaven is for Real,101332962.0,12000000.0,22522221.0,5.8,99,24909.0,2.39
1783,The Other Woman,196781193.0,40000000.0,24763752.0,6.0,109,126719.0,2.35
1784,A Haunted House 2,25340200.0,4000000.0,8843875.0,4.7,86,18899.0,1.85
1785,Vampire Academy,15642346.0,30000000.0,4101000.0,5.5,104,50476.0,2.35
1786,Neighbors,268157400.0,18000000.0,49033915.0,6.3,97,275319.0,2.35
1787,The Immigrant,5867686.0,16000000.0,44064.0,6.6,120,28205.0,2.35
1788,X-Men: Days of Future Past,748121534.0,200000000.0,90823660.0,8.0,132,640490.0,2.39
1789,Godzilla,529076069.0,160000000.0,93188384.0,6.4,123,364491.0,2.39
1790,Blue Ruin,719241.0,420000.0,32608.0,7.1,90,62439.0,2.35
1791,Chef,44099145.0,11000000.0,204961.0,7.3,114,183919.0,2.35
1792,Blended,127994610.0,40000000.0,18185000.0,6.5,117,111640.0,1.85
1793,Begin Again,63464861.0,8000000.0,134064.0,7.4,104,135329.0,1.85
1794,Maleficent,758539785.0,180000000.0,69431298.0,7.0,97,328351.0,2.35
1795,A Million Ways to Die in the West,86408083.0,40000000.0,17069000.0,6.1,116,165639.0,2.39
1796,Edge of Tomorrow,369206256.0,178000000.0,28760246.0,7.9,113,571617.0,2.35
1797,Mission: Impossible - Rogue Nation,700868363.0,150000000.0,55520089.0,7.4,131,326263.0,2.39
1798,The Fault in Our Stars,307239013.0,12000000.0,48002523.0,7.7,126,328338.0,1.85
1799,22 Jump Street,331333876.0,50000000.0,57071445.0,7.0,112,332246.0,2.35
1800,The Equalizer,192330738.0,55000000.0,34137828.0,7.2,132,316404.0,2.39
1801,How to Train Your Dragon 2,621537519.0,145000000.0,49451322.0,7.8,102,291974.0,2.39
1802,Birdman,103215094.0,18000000.0,2471471.0,7.7,119,549480.0,1.85
1803,Boyhood,50692666.0,4000000.0,1992448.0,7.9,165,324923.0,1.85
1804,Think Like a Man Too,70181428.0,24000000.0,29241911.0,5.8,106,19137.0,2.35
1805,Transformers: Age of Extinction,1104039076.0,210000000.0,100038390.0,5.6,165,290709.0,1.9
1806,Planes: Fire & Rescue,153765787.0,50000000.0,17509407.0,6.0,83,15863.0,2.35
1807,Tammy,100375432.0,20000000.0,21577049.0,4.9,97,46007.0,1.85
1808,Whiplash,48982041.0,3300000.0,135388.0,8.5,106,663515.0,2.39
1809,Gone Girl,369330363.0,61000000.0,37513109.0,8.1,149,804751.0,2.35
1810,Dawn of the Planet of the Apes,710644566.0,170000000.0,72611427.0,7.6,130,400598.0,1.85
1811,Deliver Us from Evil,87937815.0,30000000.0,9740471.0,6.2,118,66883.0,2.39
1812,Sex Tape,126069509.0,40000000.0,14608152.0,5.1,94,103909.0,1.85
1813,The Purge: Anarchy,110602999.0,9000000.0,29816675.0,6.4,103,131220.0,2.39
1814,Guardians of the Galaxy,774176600.0,170000000.0,94320883.0,8.0,121,1002147.0,1.9
1815,The Expendables 3,206172544.0,90000000.0,15879645.0,6.1,126,162437.0,2.39
1816,Hercules,244819862.0,100000000.0,29000000.0,6.0,98,141081.0,2.35
1817,Wish I Was Here,5483299.0,6000000.0,484401.0,6.7,106,35607.0,2.35
1818,Step Up All In,86165646.0,45000000.0,6575000.0,6.0,112,31340.0,1.85
1819,The Hundred-Foot Journey,88880821.0,22000000.0,11123000.0,7.3,122,72888.0,2.39
1820,Jupiter Ascending,183887723.0,176000000.0,18372372.0,5.3,127,172417.0,2.35
1821,Teenage Mutant Ninja Turtles,493333584.0,125000000.0,65575105.0,5.8,101,195946.0,2.35
1822,Let's Be Cops,138224951.0,17000000.0,17813722.0,6.4,104,124357.0,1.85
1823,Sin City: A Dame to Kill For,39407616.0,65000000.0,6317683.0,6.5,102,146802.0,1.85
1824,If I Stay,78874843.0,11000000.0,15679190.0,6.7,107,111627.0,2.35
1825,The Pyramid,16861137.0,6500000.0,1369935.0,4.6,89,22281.0,2.35
1826,Into the Storm,161502194.0,50000000.0,18015000.0,5.8,89,62367.0,1.85
1827,God's Pocket,400194.0,1000000.0,23400.0,6.1,88,10416.0,2.39
1828,The Maze Runner,348319861.0,34000000.0,32512804.0,6.8,113,400514.0,2.39
1829,The Boxtrolls,109285033.0,60000000.0,17275239.0,6.8,96,52531.0,1.66
1830,American Sniper,547326372.0,58800000.0,89269067.0,7.3,133,418804.0,2.39
1831,Annabelle,256873813.0,6500000.0,37134255.0,5.4,99,132987.0,2.39
1832,Dracula Untold,217124280.0,70000000.0,23514615.0,6.3,92,170933.0,2.39
1833,John Wick,130888901.0,20000000.0,14415922.0,7.4,101,500442.0,2.39
1834,The Judge,84419388.0,50000000.0,46590889.0,7.4,141,169181.0,2.35
1835,Fury,211817906.0,68000000.0,82251953.0,7.6,134,403225.0,2.35
1836,St. Vincent,54837234.0,13000000.0,109878.0,7.2,102,92089.0,1.85
1837,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149.0,28000000.0,18360230.0,6.2,81,38914.0,2.39
1838,Ouija,103590271.0,5000000.0,19900000.0,4.5,89,45814.0,2.35
1839,Nightcrawler,50334418.0,8500000.0,10900000.0,7.9,117,431997.0,2.35
1840,Big Hero 6,657827828.0,165000000.0,56215889.0,7.8,102,390851.0,2.39
1841,The Book of Life,99783556.0,50000000.0,17005218.0,7.3,95,61897.0,2.35
1842,Foxcatcher,15920642.0,24000000.0,474000.0,7.0,134,129750.0,1.85
1843,Inherent Vice,14710975.0,20000000.0,2773260.0,6.7,148,89282.0,1.85
1844,The Hunger Games: Mockingjay - Part 1,755356711.0,125000000.0,121897634.0,6.6,123,394547.0,2.35
1845,Dumb and Dumber To,169837010.0,35000000.0,14200000.0,5.6,109,123627.0,1.85
1846,In the Heart of the Sea,93920758.0,100000000.0,11053366.0,6.9,122,114384.0,1.85
1847,Jurassic World,1648854864.0,150000000.0,208806270.0,7.0,124,558338.0,2.0
1848,Horrible Bosses 2,107645357.0,42000000.0,15457418.0,6.3,108,150886.0,2.35
1849,Penguins of Madagascar,373543611.0,132000000.0,25447444.0,6.7,92,75434.0,1.85
1850,Still Alice,43884652.0,5000000.0,411000.0,7.5,101,121801.0,1.85
1851,Maze Runner: The Scorch Trials,312325103.0,61000000.0,30316510.0,6.3,131,210289.0,2.39
1852,Unbroken,161459297.0,65000000.0,30621445.0,7.2,137,137496.0,2.35
1853,Wild,52501541.0,15000000.0,4113752.0,7.1,115,114772.0,2.35
1854,Big Eyes,21059366.0,10000000.0,3001738.0,7.0,106,81357.0,1.85
1855,Into the Woods,212902372.0,50000000.0,31051923.0,5.9,125,127435.0,2.39
1856,The Interview,12342632.0,44000000.0,1085515.0,6.5,112,295528.0,2.35
1857,Madea's Big Happy Family,54161287.0,25000000.0,25068677.0,4.7,106,7234.0,1.85
1858,Seventh Son,114178613.0,95000000.0,7217640.0,5.5,102,68657.0,1.9
1859,Annie,134611262.0,65000000.0,15861939.0,5.3,118,32594.0,2.39
1860,Terminator Genisys,440603537.0,155000000.0,27018486.0,6.4,126,249590.0,2.35
1861,Justin Bieber: Never Say Never,99036827.0,13000000.0,29514054.0,1.6,105,75014.0,1.85
1862,Kevin Hart: Let Me Explain,32318051.0,2500000.0,10030463.0,6.8,75,8198.0,1.78
1863,It Follows,10100000.0,1000000.0,160089.0,6.8,100,196375.0,2.35
1864,Star Wars: The Force Awakens,2068223624.0,245000000.0,247966675.0,7.9,138,829919.0,1.43
1865,Ben-Hur,94061311.0,100000000.0,11203815.0,5.7,123,39697.0,2.35
1866,Avengers: Age of Ultron,1405413868.0,250000000.0,191271109.0,7.3,141,703805.0,2.39
1867,Pirates of the Caribbean: Dead Men Tell No Tales,794861794.0,230000000.0,62983253.0,6.6,129,244774.0,1.9
